"","carat","cut","color","clarity","depth","table","price","x","y","z"
"50884",0.76,"Very Good","I","SI1",57.5,62,2316,6.03,6.08,3.48
"11512",1.01,"Good","G","SI1",63.2,59,5021,6.32,6.36,4.01
"49987",0.7,"Good","F","SI1",57.9,63,2190,5.8,5.84,3.37
"12287",1.15,"Ideal","I","SI2",61.3,57,5216,6.78,6.71,4.13
"11230",1.02,"Very Good","D","SI2",62.8,55,4964,6.38,6.46,4.03
"45732",0.7,"Good","I","SI2",63.4,59,1699,5.66,5.57,3.56
"42643",0.5,"Premium","F","SI1",60.1,59,1332,5.17,5.14,3.1
"13809",1.15,"Ideal","I","VS1",62.1,55,5626,6.76,6.67,4.18
"7381",0.33,"Premium","H","VS1",61,59,579,4.45,4.5,2.73
"6331",0.71,"Ideal","E","VVS2",61.2,57,4030,5.73,5.8,3.53
"42354",0.32,"Ideal","E","IF",61.2,57,1300,4.4,4.43,2.7
"24226",1.52,"Premium","E","SI1",62.5,59,12418,7.33,7.26,4.56
"40565",0.41,"Ideal","G","VVS1",62.1,55,1151,4.74,4.79,2.96
"7947",1.07,"Premium","F","SI2",58.2,58,4319,6.79,6.72,3.93
"52400",0.73,"Premium","E","SI1",61.8,59,2510,5.8,5.73,3.56
"45721",0.55,"Premium","F","VS2",62.2,58,1698,5.26,5.22,3.26
"6996",1,"Premium","I","VS2",62.6,59,4155,6.33,6.28,3.95
"42038",0.51,"Ideal","I","VS2",60.5,58,1268,5.15,5.2,3.13
"37643",0.48,"Premium","H","SI1",61.9,58,990,5.04,5.01,3.11
"1865",0.7,"Very Good","E","VS1",63.4,60,3068,5.63,5.66,3.58
"9171",0.91,"Good","G","VVS2",64.1,58,4543,6.06,6.1,3.9
"9203",1.04,"Ideal","J","VS2",61.3,54,4550,6.53,6.55,4.01
"3962",1.01,"Premium","H","SI2",62,60,3507,6.39,6.25,3.92
"51951",0.7,"Premium","E","SI2",60.6,58,2442,5.78,5.73,3.49
"47706",0.58,"Ideal","E","VS2",61.1,57,1884,5.39,5.41,3.3
"18376",0.38,"Ideal","J","VS2",61.4,57,617,4.65,4.68,2.87
"5499",1.04,"Good","J","VS2",57.4,60,3844,6.76,6.72,3.87
"47757",0.5,"Ideal","E","VS2",60.4,56,1892,5.15,5.21,3.13
"35934",0.33,"Very Good","D","VVS1",62.1,58,920,4.39,4.46,2.75
"29020",0.31,"Ideal","G","VVS2",60.9,56,687,4.4,4.43,2.69
"8785",1,"Premium","D","SI1",62.3,60,4469,6.23,6.19,3.87
"23637",1.01,"Ideal","D","VVS1",62.5,55,11661,6.39,6.44,4.01
"45673",0.52,"Ideal","E","VS2",60.4,57,1694,5.22,5.17,3.14
"19222",1.58,"Premium","E","SI2",61,60,7963,7.54,7.51,4.59
"39401",0.41,"Premium","G","VVS2",61.4,58,1076,4.8,4.75,2.93
"1483",0.84,"Ideal","G","SI2",62,56,2986,6.02,6.05,3.74
"47521",0.61,"Ideal","I","VVS2",62,54,1867,5.51,5.47,3.4
"28306",0.3,"Very Good","H","SI1",60.9,59,432,4.29,4.31,2.62
"10153",1.1,"Ideal","H","SI2",63.1,58,4725,6.54,6.53,4.12
"29912",0.34,"Ideal","F","VVS2",61.8,56,712,4.47,4.49,2.77
"38598",0.38,"Ideal","E","VS2",61.7,54,1038,4.66,4.68,2.88
"41039",0.41,"Ideal","E","VVS2",62,56,1187,4.72,4.76,2.94
"11482",1.21,"Very Good","I","SI2",63.2,57,5014,6.7,6.66,4.22
"28973",0.25,"Good","F","VS1",63.6,57,435,4.01,4.04,2.56
"29886",0.3,"Ideal","E","VS1",61.7,57,710,4.28,4.31,2.65
"3174",0.9,"Very Good","I","VS2",62,63,3338,6.13,6.03,3.77
"45136",0.5,"Ideal","D","VS2",62.4,55,1653,5.09,5.1,3.18
"6187",1.06,"Very Good","H","SI2",62.6,60,3996,6.43,6.47,4.04
"49834",0.5,"Very Good","E","VVS2",59.3,56,2168,5.25,5.3,3.13
"3127",0.9,"Fair","F","SI1",65.3,61,3326,6,5.95,3.9
"37421",0.33,"Ideal","E","VVS1",61.2,56,984,4.45,4.51,2.74
"41044",0.41,"Ideal","E","VVS2",61.4,57,1187,4.76,4.79,2.93
"35073",0.38,"Very Good","G","VS1",57.1,63,886,4.77,4.86,2.75
"9441",1.01,"Premium","I","VS2",62.5,58,4592,6.39,6.44,4.01
"14457",1.23,"Good","I","VS1",63.6,59,5834,6.76,6.85,4.33
"45011",0.5,"Ideal","H","VS1",61.1,56,1637,5.1,5.14,3.13
"45616",0.5,"Very Good","F","VS1",62,58,1692,5.08,5.11,3.16
"24929",1.71,"Premium","H","VS2",62.5,58,13376,7.64,7.52,4.74
"3061",0.7,"Good","F","VVS1",63.3,56,3310,5.64,5.7,3.59
"50608",0.7,"Ideal","H","SI2",60.4,58,2285,5.82,5.77,3.5
"1047",0.7,"Ideal","F","VS2",62.3,53,2907,5.69,5.73,3.56
"47512",0.54,"Ideal","F","VS1",60.9,57,1866,5.26,5.21,3.19
"22486",1.04,"Very Good","F","IF",59.8,56,10515,6.64,6.71,3.99
"9024",1.04,"Ideal","H","SI1",61.9,57,4515,6.49,6.46,4.01
"29122",0.4,"Premium","D","SI1",60.9,60,689,4.74,4.78,2.9
"32182",0.39,"Premium","G","VS2",62.3,59,787,4.65,4.69,2.91
"52368",0.81,"Very Good","H","SI2",62.1,56,2504,5.95,5.99,3.71
"19967",1.56,"Ideal","H","SI2",62.1,58,8517,7.35,7.41,4.58
"4011",0.9,"Very Good","F","SI2",62.4,59,3519,6.12,6.16,3.83
"29671",0.28,"Very Good","F","VVS2",62.6,55,707,4.18,4.2,2.62
"13168",1,"Premium","E","SI1",60.7,59,5445,6.38,6.41,3.88
"3147",0.77,"Ideal","H","VS2",60.9,56,3332,5.89,5.94,3.61
"9915",1.13,"Premium","H","SI1",61.2,59,4689,6.68,6.65,4.08
"31789",0.42,"Ideal","E","SI1",61.3,57,773,4.79,4.81,2.94
"38696",0.37,"Premium","E","VS2",58.9,61,1041,4.68,4.66,2.75
"6941",1.5,"Good","G","I1",63.7,57,4140,7.28,7.21,4.62
"43105",0.54,"Ideal","G","SI1",61.4,54,1384,5.27,5.35,3.26
"48546",0.7,"Good","F","SI1",63.5,59,1988,5.58,5.64,3.56
"44289",0.52,"Premium","H","VS1",59.2,60,1577,5.27,5.23,3.11
"52535",0.72,"Premium","F","VS2",60.8,58,2530,5.78,5.74,3.5
"25811",1.8,"Ideal","F","SI1",61.9,56,14814,7.78,7.87,4.84
"44107",0.6,"Very Good","H","VS2",60.8,60,1557,5.39,5.44,3.29
"6226",1,"Very Good","E","SI2",59.1,61,4004,6.39,6.44,3.79
"11036",1.09,"Good","H","SI1",63.6,56,4920,6.53,6.56,4.16
"37265",0.29,"Very Good","E","VS1",61.4,61,481,4.22,4.25,2.6
"32595",0.3,"Ideal","F","VVS1",62.4,54,802,4.31,4.35,2.7
"41254",0.3,"Very Good","F","SI1",61.7,59,500,4.29,4.33,2.66
"50911",0.56,"Ideal","G","VVS1",62,56,2318,5.3,5.28,3.28
"12159",1.3,"Premium","J","SI1",61.5,58,5176,7.02,6.97,4.3
"16321",1.09,"Ideal","D","SI1",61.3,55.9,6532,6.61,6.65,4.06
"27052",0.33,"Ideal","I","VVS1",62.2,54,646,4.43,4.45,2.76
"23309",1.41,"Premium","G","VS1",62.1,59,11347,7.1,7.06,4.4
"9260",0.91,"Very Good","D","SI1",60.8,60,4561,6.24,6.21,3.79
"40628",0.41,"Premium","E","VS1",61.2,58,1153,4.78,4.76,2.92
"27763",0.32,"Premium","H","VS2",60.7,58,648,4.46,4.43,2.7
"34605",0.27,"Very Good","D","VS1",59.9,58,470,4.17,4.24,2.52
"50270",0.74,"Premium","G","SI2",62.7,60,2238,5.78,5.73,3.61
"23702",0.3,"Premium","I","IF",60.5,59,631,4.32,4.34,2.62
"24804",1.63,"Good","F","SI1",59.8,56,13187,7.57,7.64,4.55
"1176",0.7,"Ideal","E","SI1",60.1,57,2929,5.78,5.83,3.49
"22651",1.51,"Good","E","SI1",63.5,57,10696,7.23,7.28,4.61
"2487",0.71,"Ideal","G","VS1",62.3,54,3195,5.68,5.72,3.55
"36184",0.31,"Premium","E","VS2",60.8,55,930,4.42,4.39,2.68
"29405",0.33,"Ideal","G","VS1",61.5,56,699,4.45,4.48,2.74
"48746",0.7,"Premium","G","SI1",59.9,58,2016,5.8,5.68,3.44
"13923",1.01,"Fair","G","VS2",67.8,59,5666,6.07,6.02,4.1
"8622",1.07,"Premium","F","SI2",61.8,58,4446,6.57,6.51,4.04
"15432",1,"Good","G","VS1",62.4,62,6177,6.33,6.37,3.96
"49392",0.7,"Very Good","D","SI2",63.7,58,2104,5.56,5.62,3.56
"53592",0.7,"Ideal","D","SI1",61.4,57,2699,5.68,5.72,3.5
"37634",0.4,"Premium","D","SI1",61.3,60,990,4.75,4.71,2.9
"6663",1.03,"Good","F","SI2",57.7,63,4095,6.68,6.64,3.84
"39023",0.43,"Premium","F","VS1",59.9,58,1056,4.89,4.93,2.94
"43747",0.51,"Premium","G","VS2",61.2,60,1438,5.12,5.17,3.15
"36342",0.32,"Ideal","G","VVS2",62.4,54,936,4.38,4.37,2.73
"15991",1.01,"Very Good","E","VS2",62,55,6399,6.42,6.46,3.99
"3711",0.7,"Ideal","G","VS2",61.6,56,3451,5.7,5.73,3.52
"23450",1.59,"Premium","H","VS2",62.1,58,11437,7.48,7.42,4.63
"31114",0.3,"Very Good","D","VVS2",63.2,55,754,4.27,4.3,2.71
"51900",0.71,"Ideal","I","VS1",61.5,60,2432,5.7,5.74,3.52
"5822",1.02,"Ideal","H","I1",62.1,56,3915,6.4,6.45,3.99
"4358",0.83,"Very Good","F","VS1",63.3,56,3603,5.99,5.92,3.77
"35307",0.3,"Ideal","I","VS1",62.5,54,473,4.29,4.32,2.69
"413",0.3,"Ideal","G","VS1",62.3,56,555,4.29,4.31,2.68
"15625",1.01,"Very Good","D","SI1",61.4,59,6270,6.37,6.43,3.93
"38919",0.33,"Ideal","G","IF",62.1,56,1052,4.44,4.41,2.75
"41959",0.23,"Very Good","E","VVS2",60.8,61,505,3.91,3.94,2.39
"44675",0.55,"Ideal","E","SI1",62.5,56,1609,5.21,5.25,3.27
"50109",0.7,"Fair","G","SI2",58.6,56,2208,5.8,5.74,3.38
"44946",0.58,"Premium","F","SI1",61,57,1634,5.41,5.34,3.28
"33975",0.31,"Ideal","H","VVS1",61.6,57,846,4.35,4.32,2.67
"47293",0.3,"Premium","G","SI2",62.3,59,394,4.25,4.29,2.66
"44124",0.5,"Premium","E","VS2",62,58,1559,5.07,5.09,3.15
"39702",0.4,"Ideal","H","VVS1",62.2,55,1088,4.75,4.7,2.94
"11156",1.21,"Very Good","H","SI1",63.5,58,4944,6.73,6.63,4.24
"8534",1.11,"Ideal","I","SI2",61.6,54,4428,6.66,6.72,4.12
"3670",1.03,"Premium","F","I1",62.3,59,3444,6.42,6.46,4.01
"45525",0.54,"Premium","G","VS1",61.1,59,1684,5.2,5.24,3.19
"6714",0.3,"Very Good","G","SI1",60.1,58,413,4.31,4.34,2.6
"19397",1.16,"Ideal","G","VS2",62.5,55,8061,6.75,6.69,4.2
"41703",0.5,"Very Good","I","VS1",63,55,1242,5.07,5.09,3.2
"25116",1.78,"Very Good","F","SI1",60.6,57,13659,7.89,7.94,4.8
"6433",1.02,"Ideal","D","SI2",62.5,57,4044,6.43,6.38,4
"51665",0.7,"Very Good","I","VS1",62.4,56,2398,5.65,5.69,3.54
"38204",0.43,"Premium","H","VS2",61.9,55,1016,4.95,4.8,3.02
"53811",0.73,"Ideal","I","SI1",61.7,55,2733,5.78,5.82,3.58
"12150",1.2,"Premium","H","VVS2",60,60,5174,6.86,6.78,4.09
"44789",0.5,"Premium","E","VS2",61.4,58,1624,5.07,5.12,3.13
"41263",0.34,"Ideal","I","VS1",62,54,501,4.49,4.51,2.79
"14300",1.08,"Ideal","H","VS1",61.9,57,5791,6.58,6.64,4.09
"52468",0.76,"Very Good","H","VS2",63.4,58,2517,5.78,5.74,3.65
"7455",0.78,"Very Good","D","VS1",60.5,55,4234,6,6.03,3.64
"37600",0.23,"Very Good","E","VVS2",61.1,62,485,3.92,3.94,2.4
"12626",1.05,"Very Good","H","VS2",63.2,58,5292,6.46,6.39,4.06
"4039",1,"Premium","J","SI1",61.9,62,3528,6.36,6.33,3.93
"46223",0.5,"Premium","D","VS2",61.1,58,1752,5.09,5.12,3.12
"38543",0.34,"Ideal","D","VS2",61.3,57,1033,4.5,4.47,2.75
"47480",0.6,"Ideal","G","VS2",62,54,1861,5.43,5.47,3.38
"6080",1.02,"Very Good","D","SI2",61.3,62,3971,6.42,6.46,3.95
"45829",0.98,"Fair","G","I1",69.7,58,1712,6.08,5.98,4.21
"49106",0.63,"Premium","E","VS1",61.8,60,2064,5.51,5.49,3.4
"44257",0.51,"Premium","F","VS2",60.1,59,1574,5.2,5.18,3.12
"21623",1.06,"Ideal","E","VVS2",61,57,9712,6.63,6.54,4.02
"34253",0.4,"Ideal","H","SI1",62.9,56,855,4.7,4.65,2.94
"19052",1.06,"Ideal","G","VVS2",62.9,56,7836,6.6,6.56,4.14
"6199",1.01,"Very Good","I","SI2",63.7,57,3998,6.32,6.36,4.04
"30924",0.34,"Premium","E","VS2",61.9,58,745,4.43,4.45,2.75
"13564",1.16,"Premium","H","SI1",61.2,57,5554,6.84,6.76,4.16
"31470",0.34,"Premium","H","VS1",61.4,59,765,4.53,4.5,2.77
"22273",1.1,"Very Good","F","VVS1",62.2,59,10329,6.56,6.69,4.12
"50441",0.7,"Very Good","E","SI2",59.8,58,2263,5.72,5.85,3.46
"28716",0.23,"Premium","E","VVS1",61.1,60,680,4.01,3.95,2.43
"24562",1.53,"Ideal","H","VVS2",61.9,57,12848,7.39,7.35,4.56
"30720",0.35,"Fair","E","VVS2",66.2,58,738,4.41,4.35,2.9
"19544",1,"Premium","E","VS1",59.1,59,8176,6.56,6.51,3.86
"44882",0.5,"Premium","G","VS1",60.3,60,1629,5.1,5.08,3.07
"2081",0.81,"Ideal","E","SI1",62.4,57,3109,5.92,5.97,3.71
"29970",0.31,"Very Good","H","SI1",61.1,57,446,4.32,4.35,2.65
"4983",1.03,"Ideal","J","SI1",62.3,57,3738,6.48,6.43,4.02
"38841",0.73,"Fair","I","I1",70.8,55,1049,5.51,5.34,3.84
"17947",1.5,"Ideal","I","SI2",60.6,59,7253,7.37,7.48,4.5
"21513",1.56,"Good","I","VS2",57.2,62,9609,7.66,7.72,4.4
"34916",0.34,"Premium","F","VS2",60.7,60,880,4.5,4.46,2.72
"14373",0.3,"Ideal","F","VS2",62.7,57,605,4.27,4.31,2.69
"25209",1.51,"Very Good","G","VS1",63.3,53,13811,7.33,7.26,4.62
"48029",0.74,"Very Good","J","SI2",59.1,58,1923,5.93,5.99,3.52
"36740",0.32,"Premium","E","VVS1",61.8,59,954,4.35,4.39,2.7
"10721",0.31,"Premium","D","SI2",62.7,59,593,4.35,4.3,2.71
"20170",1.4,"Premium","H","SI1",60.5,60,8624,7.22,7.16,4.35
"31788",0.42,"Very Good","H","VS2",62.1,57,773,4.76,4.8,2.97
"33832",0.42,"Ideal","F","SI1",60.8,54,843,4.83,4.94,2.97
"30963",0.36,"Ideal","G","VS1",61.3,56,746,4.6,4.64,2.83
"14795",1.05,"Very Good","D","SI1",59.3,59,5952,6.63,6.69,3.95
"14615",1.01,"Premium","G","VS1",61.7,59,5898,6.38,6.33,3.92
"20709",0.31,"Premium","H","VVS2",62.6,60,625,4.29,4.33,2.7
"52907",0.77,"Very Good","G","SI1",63.2,57,2586,5.86,5.76,3.67
"25852",1.5,"Premium","F","VS1",62.6,58,14918,7.31,7.26,4.56
"33994",0.42,"Ideal","G","VS2",61.7,57,847,4.8,4.83,2.97
"44332",0.33,"Premium","I","VS1",62.7,58,521,4.4,4.43,2.77
"41788",0.39,"Ideal","E","IF",62.5,57,1248,4.7,4.74,2.95
"38144",0.3,"Ideal","G","VVS1",62.9,57,1013,4.3,4.26,2.69
"10783",1.24,"Premium","I","VS2",61.2,58,4858,6.94,6.89,4.23
"36160",0.57,"Very Good","G","I1",59.5,56.9,929,5.42,5.46,3.24
"5174",0.71,"Ideal","E","VS2",61.9,55,3773,5.68,5.72,3.53
"42493",0.52,"Very Good","H","VS1",59.6,57,1320,5.25,5.34,3.15
"15846",1.37,"Ideal","J","SI1",62.1,55,6339,7.13,7.16,4.44
"25444",1.5,"Ideal","F","VS2",60.4,57,14199,7.43,7.41,4.48
"29304",0.3,"Ideal","I","VS2",62,55,438,4.3,4.35,2.68
"23757",1.52,"Good","H","VS1",63.5,60,11804,7.24,7.28,4.61
"2494",0.91,"Ideal","F","SI2",61.7,55,3196,6.27,6.2,3.85
"15475",1.05,"Ideal","D","SI1",60.7,60,6196,6.52,6.56,3.97
"6582",0.9,"Ideal","D","SI2",62.4,56,4078,6.16,6.24,3.87
"47867",0.52,"Ideal","G","VVS2",60.8,57,1911,5.16,5.21,3.15
"7767",0.91,"Good","G","VS1",63.4,54,4284,6.07,6.24,3.9
"27145",1.7,"Ideal","F","VS2",62.4,57,17360,7.65,7.57,4.75
"46650",0.3,"Good","H","VS1",63.3,57,526,4.22,4.25,2.68
"29969",0.31,"Very Good","H","SI1",62.3,55,446,4.34,4.36,2.71
"30120",0.32,"Ideal","G","VS2",62,57,720,4.41,4.39,2.73
"22402",1.5,"Good","G","SI1",63.7,59,10428,7.19,7.23,4.59
"20600",1.6,"Ideal","J","VS1",62.1,57,8904,7.46,7.54,4.66
"41460",0.56,"Very Good","H","SI1",59.9,60,1230,5.3,5.35,3.19
"13357",0.24,"Very Good","E","VS2",63,58,419,3.94,3.97,2.49
"3927",1.51,"Good","G","I1",64,59,3497,7.29,7.17,4.63
"21707",0.31,"Ideal","G","SI1",61.6,56,627,4.36,4.4,2.7
"18800",1.61,"Very Good","J","SI1",61.7,60,7695,7.45,7.5,4.61
"34729",0.34,"Ideal","E","VS1",60.3,57,875,4.52,4.54,2.73
"4118",0.79,"Very Good","E","VS2",62.7,56,3539,5.85,5.88,3.68
"42684",0.5,"Very Good","H","VS2",62.3,57,1337,5.03,5.12,3.16
"11067",0.34,"Very Good","G","VS2",62.9,55,596,4.45,4.52,2.82
"38585",0.5,"Premium","J","VS1",62.4,61,1035,4.98,4.96,3.1
"35291",0.36,"Premium","G","SI2",62.4,58,473,4.56,4.58,2.85
"45185",0.51,"Ideal","G","VS1",62.1,55,1656,5.14,5.17,3.2
"20390",0.31,"Premium","F","VS2",62.4,58,625,4.31,4.34,2.7
"40017",0.42,"Ideal","H","VVS1",62.8,57,1108,4.79,4.79,3.01
"29525",0.38,"Ideal","I","VS1",61.7,55.4,703,4.67,4.7,2.89
"3623",0.8,"Good","F","VS2",63.2,55,3429,5.88,5.9,3.72
"46239",0.53,"Ideal","F","VS2",61.1,56,1753,5.26,5.22,3.2
"28431",0.3,"Ideal","D","VS2",61.4,58,670,4.29,4.31,2.64
"28457",0.33,"Very Good","G","VVS2",63,56,672,4.42,4.47,2.8
"12649",1.01,"Very Good","G","VS1",63.1,59,5294,6.32,6.23,3.96
"6067",0.82,"Ideal","E","SI1",61.9,56,3966,6,6.02,3.72
"130",0.91,"Fair","H","SI2",65.7,60,2763,6.03,5.99,3.95
"3510",0.75,"Ideal","E","VS1",62,55,3402,5.88,5.83,3.66
"14949",1.01,"Ideal","G","VS2",62.5,57,6019,6.43,6.4,4.01
"51872",0.52,"Ideal","F","IF",60.3,60,2427,5.24,5.27,3.17
"37049",0.31,"Ideal","E","VS1",61.2,55,967,4.42,4.4,2.7
"44116",0.5,"Ideal","E","VS2",62.7,55,1559,5.12,5.08,3.2
"18312",1.09,"Ideal","E","VS2",61.2,56,7443,6.62,6.67,4.07
"911",0.71,"Ideal","I","VS2",61.5,55,2878,5.76,5.78,3.55
"38611",0.31,"Premium","J","VS2",62.5,60,488,4.36,4.31,2.71
"40505",0.47,"Premium","H","VS1",61.8,58,1143,4.94,4.99,3.07
"50398",0.52,"Ideal","G","VS2",62,55,2255,5.16,5.19,3.21
"46064",0.7,"Premium","J","SI1",61.3,59,1735,5.73,5.75,3.52
"52816",0.71,"Premium","H","VS1",61.2,57,2572,5.83,5.77,3.55
"3150",0.9,"Good","E","SI1",63.8,61,3332,6.08,6.05,3.87
"16070",1.02,"Ideal","G","VS2",60.4,57,6416,6.55,6.53,3.95
"12608",1.21,"Good","I","VS2",63.4,57,5290,6.72,6.79,4.28
"31201",0.32,"Ideal","D","SI1",59.3,55,756,4.53,4.51,2.68
"6022",1.18,"Very Good","E","I1",63.3,57,3965,6.7,6.64,4.22
"33569",0.43,"Premium","D","SI1",61.1,59,830,4.83,4.89,2.97
"11377",0.34,"Very Good","E","SI1",60.3,57,596,4.53,4.56,2.74
"42787",0.51,"Premium","F","SI1",59.4,61,1349,5.26,5.21,3.11
"323",0.71,"Premium","F","VS2",62.8,57,2801,5.69,5.64,3.56
"19894",1.2,"Good","G","VS1",62.8,59,8442,6.64,6.7,4.19
"9563",1,"Ideal","E","SI2",62,57,4623,6.37,6.41,3.96
"50352",0.8,"Good","G","SI2",64.2,55,2246,5.89,5.83,3.76
"6833",1.01,"Very Good","F","SI2",62.7,56,4121,6.35,6.4,4
"23431",1.02,"Very Good","E","IF",58.1,59,11420,6.71,6.75,3.91
"29129",0.43,"Very Good","I","SI2",61.5,54,691,4.86,4.89,3
"1632",0.7,"Premium","E","VS1",61.8,58,3016,5.71,5.75,3.54
"6820",1.01,"Premium","G","SI1",60,59,4118,6.51,6.47,3.89
"35583",0.35,"Premium","F","VS2",61.9,58,906,4.54,4.48,2.79
"18593",1.02,"Very Good","F","VS1",62.4,58,7587,6.42,6.47,4.02
"47391",0.54,"Ideal","E","VS2",61.7,55,1847,5.27,5.24,3.24
"36344",0.39,"Premium","G","SI1",61.4,56,936,4.75,4.7,2.9
"35271",0.3,"Ideal","E","VVS1",61.5,57,895,4.33,4.35,2.67
"10149",1.17,"Ideal","G","SI2",61.1,56,4725,6.8,6.86,4.17
"28092",0.38,"Ideal","E","SI2",62.2,56,663,4.64,4.66,2.89
"10068",0.32,"Very Good","H","SI1",63.4,55,591,4.38,4.36,2.77
"32951",0.25,"Ideal","G","VS1",62.3,53,460,4.02,4.07,2.52
"42448",0.53,"Ideal","E","SI2",60.9,57,1315,5.23,5.21,3.18
"28191",0.4,"Very Good","D","SI2",61.6,59,666,4.68,4.74,2.9
"2561",0.7,"Premium","D","VVS2",61.5,60,3210,5.71,5.64,3.49
"33175",0.41,"Premium","E","SI2",59.5,62,818,4.84,4.8,2.87
"39049",0.41,"Ideal","E","VVS1",62.1,56,1057,4.76,4.78,2.96
"20845",1.14,"Ideal","F","VVS2",61.4,57,9070,6.76,6.72,4.14
"35677",0.42,"Very Good","D","VS2",63.2,58,910,4.77,4.79,3.02
"12045",0.4,"Good","G","SI2",63.4,59,596,4.64,4.66,2.95
"49968",0.33,"Premium","H","VS1",62.4,60,540,4.39,4.42,2.75
"32750",0.36,"Ideal","F","VS1",60.8,56,803,4.61,4.64,2.81
"33054",0.3,"Ideal","F","VVS1",61.5,58,814,4.3,4.32,2.65
"40262",0.33,"Premium","D","SI2",62.1,58,492,4.4,4.43,2.74
"12585",1.11,"Premium","G","SI1",60.1,60,5281,6.73,6.68,4.03
"33244",0.31,"Ideal","G","VS1",61,56,824,4.4,4.35,2.67
"49399",0.5,"Very Good","E","VVS2",62.6,59,2105,5.02,5.05,3.15
"47591",0.61,"Premium","D","SI1",62.3,58,1877,5.4,5.45,3.38
"42649",0.4,"Ideal","E","VVS1",61.5,56,1333,4.7,4.73,2.9
"24655",1.01,"Ideal","D","VVS2",61.6,57,12996,6.44,6.48,3.98
"50839",0.51,"Premium","F","VVS2",61.9,56,2310,5.17,5.13,3.19
"32941",0.34,"Ideal","I","SI1",61.9,57,459,4.49,4.52,2.79
"44181",0.71,"Premium","H","SI2",61.7,59,1567,5.76,5.72,3.54
"50818",0.71,"Ideal","G","SI1",61.1,57,2307,5.79,5.73,3.52
"10064",0.32,"Premium","H","SI1",61.8,56,591,4.43,4.4,2.73
"17428",1.1,"Ideal","G","VS1",61.5,57,6984,6.62,6.65,4.08
"39297",0.3,"Ideal","H","VS2",62.3,57,491,4.27,4.3,2.67
"3202",0.78,"Ideal","E","SI1",61.6,56,3345,5.94,6,3.68
"44911",0.53,"Ideal","D","SI1",62,55,1631,5.22,5.24,3.24
"10754",1.01,"Very Good","F","SI2",62.7,55,4853,6.32,6.4,3.99
"30151",0.32,"Very Good","E","SI1",63.1,56,720,4.39,4.36,2.76
"24178",1.72,"Very Good","D","SI2",63.4,62,12360,7.59,7.53,4.79
"4078",0.31,"Good","D","SI1",63.1,57,571,4.3,4.32,2.72
"31297",0.32,"Premium","D","VS2",61.7,59,758,4.38,4.43,2.72
"21027",1.51,"Good","I","SI1",63.9,59,9234,7.26,7.18,4.61
"18075",1.63,"Premium","I","SI1",61.5,60,7302,7.59,7.54,4.65
"12314",1,"Premium","F","SI1",62.3,59,5221,6.44,6.36,3.99
"31474",0.34,"Premium","H","VS1",60.8,59,765,4.53,4.48,2.74
"22657",1.54,"Premium","H","VS2",61.8,59,10702,7.35,7.4,4.56
"17779",1.55,"Premium","E","SI2",58.5,57,7161,7.66,7.57,4.46
"51113",0.83,"Good","H","SI2",63.9,56,2337,5.99,5.93,3.81
"2737",0.71,"Ideal","E","VS2",62,55,3247,5.7,5.75,3.55
"32277",0.36,"Ideal","F","VS1",62.5,57,789,4.53,4.56,2.84
"28196",0.38,"Premium","G","SI1",60,60,666,4.65,4.72,2.81
"51357",0.71,"Premium","H","SI1",62.9,58,2364,5.66,5.62,3.55
"42735",0.51,"Ideal","E","SI1",61.1,56,1343,5.17,5.2,3.17
"3446",0.9,"Premium","H","SI1",61.4,60,3387,6.13,6.08,3.75
"43217",0.5,"Fair","E","VS2",66.3,55,1397,4.98,4.94,3.29
"20460",1.71,"Fair","I","SI2",65.1,60,8800,7.5,7.46,4.87
"12199",1.21,"Very Good","H","SI2",62.1,60,5190,6.77,6.82,4.22
"1376",0.82,"Ideal","F","SI2",60.9,57,2966,6.06,6.02,3.68
"45893",0.52,"Ideal","F","VS2",62.5,54,1720,5.17,5.14,3.22
"36697",0.39,"Ideal","G","VVS2",62.2,54,952,4.67,4.7,2.91
"40584",0.41,"Premium","E","VS1",59.8,61,1153,4.85,4.79,2.88
"45522",0.5,"Premium","D","VS2",61.1,58,1683,5.18,5.09,3.14
"40038",0.52,"Premium","F","SI2",61.7,58,1111,5.12,5.16,3.17
"25045",0.3,"Ideal","F","SI1",62.8,56,641,4.26,4.24,2.67
"52892",0.55,"Very Good","E","VVS1",61.2,57,2585,5.27,5.29,3.23
"4188",0.8,"Very Good","F","VS1",63.6,57,3559,5.82,5.91,3.73
"49689",0.7,"Very Good","H","VS1",62.2,57,2145,5.67,5.72,3.54
"13640",1.31,"Very Good","I","SI2",60.8,57,5582,7.06,7.12,4.31
"12647",1.01,"Ideal","G","VS1",61.3,56,5294,6.49,6.44,3.96
"41220",0.43,"Ideal","G","VVS1",61.5,56,1207,4.85,4.87,2.99
"33880",0.3,"Premium","E","VS2",60.7,59,844,4.33,4.3,2.62
"4217",1,"Premium","G","SI1",60,60,3568,6.47,6.42,3.87
"38680",0.3,"Ideal","D","VVS2",61.5,55,1041,4.34,4.38,2.68
"11787",0.72,"Ideal","F","VVS1",61.8,57,5086,5.73,5.76,3.55
"8079",1.01,"Good","D","SI2",57.6,62,4338,6.66,6.56,3.81
"38044",0.5,"Ideal","G","SI2",61.2,56,1011,5.13,5.17,3.15
"30165",0.4,"Very Good","D","VS2",60.5,58,720,4.76,4.82,2.9
